"[Zemin Sun, Yanheng Liu, Jian Wang 0003, Weiwen Deng, Shaoqing Xu]",Non-cooperative game of effective channel capacity and security strength in vehicular networks.
"[Marwan Yusuf, Hüseyin Arslan]",On signal space diversity - An adaptive interleaver for enhancing physical layer security in frequency selective fading channels.
"[Zhihao Zhong, Wenyu Luo, Jianhua Peng, Liang Jin]",On the security of K-tier heterogeneous cellular networks.
"[Marilyn Wolf, Dimitrios N. Serpanos]",Safety and Security of Cyber-Physical and Internet of Things Systems [Point of View].
"[Sinong Wang, Ness B. Shroff]",Security Game with Non-additive Utilities and Multiple Attacker Resources.
Giovanni Cherubin,"Bayes, not Naïve - Security Bounds on Website Fingerprinting Defenses."
"[Vasilios Mavroudis, Shuang Hao, Yanick Fratantonio, Federico Maggi, Christopher Kruegel, Giovanni Vigna]",On the Privacy and Security of the Ultrasound Ecosystem.
"[Hilbert Snijders, Ricardo L. Saldanha]",Decision support for scheduling security crews at Netherlands Railways.
"[Joseph K. Liu, Kim-Kwang Raymond Choo, Xinyi Huang, Man Ho Au]",Special issue on security and privacy for smart cities.
"[Joseph K. Liu, Kim-Kwang Raymond Choo, Xinyi Huang, Man Ho Au]",Erratum to - Special issue on security and privacy for smart cities.
"[Li Zang, Yong Yu, Liang Xue, Yannan Li, Yujie Ding, Xiaoling Tao]",Improved dynamic remote data auditing protocol for smart city security.
"[Haisong Jiao, Tao Pu, Peng Xiang, Jilin Zheng, Tao Fang, Huatao Zhu]",Physical-layer security analysis of PSK quantum-noise randomized cipher in optically amplified links.
"[Bernhard Dieber, Benjamin Breiling, Sebastian Taurer, Severin Kacianka, Stefan Rass, Peter Schartner]",Security for the Robot Operating System.
"[Tore Askeland, Roger Flage, Terje Aven]",Moving beyond probabilities - Strength of knowledge characterisations applied to security.
"[Cen Song, Jun Zhuang 0001]",N-stage security screening strategies in the face of strategic applicants.
"[Mark Adrian van Staalduinen, Faisal I. Khan, Veeresh Gadag, Genserik Reniers]",Functional quantitative security risk analysis (QSRA) to assist in protecting critical process infrastructure.
"[Amit J. Mokashi, Ajit Kumar Verma]",The nature of maritime security risk.
"[Jesús Palomo, Cristina Figueroa-Domecq, Pilar Laguna]","Women, peace and security state-of-art - a bibliometric analysis in social sciences based on SCOPUS database."
"[Peng Li 0011, Xiaotian Yu, He Xu, Jiewei Qian, Lu Dong, Huqing Nie]",Research on Secure Localization Model Based on Trust Valuation in Wireless Sensor Networks.
"[Andronicus Ayobami Akinyelu, Aderemi Oluyinka Adewumi]",Improved Instance Selection Methods for Support Vector Machine Speed Optimization.
"[Mansour Alsaleh, Noura Alomar, Monirah Alshreef, Abdulrahman Alarifi, AbdulMalik S. Al-Salman]",Performance-Based Comparative Assessment of Open Source Web Vulnerability Scanners.
"[Ruhul Amin, SK Hafizul Islam, Muhammad Khurram Khan, Arijit Karati, Debasis Giri, Saru Kumari]",A Two-Factor RSA-Based Robust Authentication System for Multiserver Environments.
"[Tomasz Andrysiak, Lukasz Saganowski, Piotr Kiedrowski]",Predictive Abuse Detection for a PLC Smart Lighting Network Based on Automatically Created Models of Exponential Smoothing.
"[Rameez Asif, William J. Buchanan]",Quantum-to-the-Home - Achieving Gbits/s Secure Key Rates via Commercial Off-the-Shelf Telecommunication Equipment.
Naveed Ahmed Azam,A Novel Fuzzy Encryption Technique Based on Multiple Right Translated AES Gray S-Boxes and Phase Embedding.
"[Jeyamala Chandrasekaran, S. J. Thiruvengadam]",A Hybrid Chaotic and Number Theoretic Approach for Securing DICOM Images.
"[Hao Chen, Tao Wang 0008, Fan Zhang 0010, Xinjie Zhao 0001, Wei He, Lumin Xu, Yunfei Ma]",Stealthy Hardware Trojan Based Algebraic Fault Analysis of HIGHT Block Cipher.
"[Jun Chen 0011, Xiangyang Luo, Yanqing Guo, Yi Zhang 0026, Daofu Gong]",A Survey on Breaking Technique of Text-Based CAPTCHA.
Hung-Yu Chien,Group Authentication with Multiple Trials and Multiple Authentications.
"[Shin-Yan Chiou, Tsung-Ju Wang, Jiun-Ming Chen]",Design and Implementation of a Mobile Voting System Using a Novel Oblivious and Proxy Signature.
"[Hongyan Cui, Xiaofei Liu, Tao Yu, Honggang Zhang, Yajun Fang, Zong-Guo Xia]",Cloud Service Scheduling Algorithm Research and Optimization.
"[Asish Kumar Dalai, Sanjay Kumar Jena]",Neutralizing SQL Injection Attack Using Server Side Code Modification in Web Applications.
"[Murat Dener, Ömer Faruk Bay]",Practical Implementation of an Adaptive Detection-Defense Unit against Link Layer DoS Attacks for Wireless Sensor Networks.
"[Jiankuo Dong, Fangyu Zheng, Wuqiong Pan, Jingqiang Lin, Jiwu Jing, Yuan Zhao]",Utilizing the Double-Precision Floating-Point Computing Power of GPUs for RSA Acceleration.
"[Zuochao Dou, Issa Khalil, Abdallah Khreishah]",CLAS - A Novel Communications Latency Based Authentication Scheme.
"[Kai Fan, Panfei Song, Zhao Du, Haojin Zhu, Hui Li 0006, Yintang Yang, Xinghua Li, Chao Yang]",NFC Secure Payment and Verification Scheme with CS E-Ticket.
"[Huiting Fan, Kai Xing, Lei Tan, Weikang Rui, Zhonghu Xu, Shuo Zhang, Jing Xu 0007]",Privacy Preserved Self-Awareness on the Community via Crowd Sensing.
"[Mohamed Amine Ferrag, Leandros A. Maglaras, Helge Janicke, Jianmin Jiang, Lei Shu 0001]",Authentication Protocols for Internet of Things - A Comprehensive Survey.
"[Qingqing Gan, Xiaoming Wang 0004, Daini Wu]",Revocable Key-Aggregate Cryptosystem for Data Sharing in Cloud.
"[Vennila Ganesan, M. S. K. Manikandan]",A Secured Load Mitigation and Distribution Scheme for Securing SIP Server.
"[Iván García-Magariño, Raquel Lacuesta]",ABS-TrustSDN - An Agent-Based Simulator of Trust Strategies in Software-Defined Networks.
"[Mahalakshmi Gunasekaran, Subathra Periakaruppan]",GA-DoSLD - Genetic Algorithm Based Denial-of-Sleep Attack Detection in WSN.
"[Xing Guo, Shanshan Chen, Yi-wen Zhang, Wei Li]",Service Composition Optimization Method Based on Parallel Particle Swarm Algorithm on Spark.
"[Shuai Han, Shengli Liu, Lin Lyu]",Efficient KDM-CCA Secure Public-Key Encryption via Auxiliary-Input Authenticated Encryption.
"[Gang Han, Yu Yu 0001, Xiangxue Li, Qifeng Zhou, Dong Zheng, Hui Li]",1-Resilient Boolean Functions on Even Variables with Almost Perfect Algebraic Immunity.
"[Guoyong Han, Wenying Zhang]",Improved Biclique Cryptanalysis of the Lightweight Block Cipher Piccolo.
"[Lein Harn, Ching-Fang Hsu]",A Novel Design of Membership Authentication and Group Key Establishment Protocol.
"[Lein Harn, Ching-Fang Hsu, Zhe Xia, Junwei Zhou]",How to Share Secret Efficiently over Networks.
"[Nurmamat Helil, Kaysar Rahman]",CP-ABE Access Control Scheme for Sensitive Data Set Constraint with Hidden Access Policy and Constraint Policy.
"[Trong-Minh Hoang, Van-Kien Bui, Thanh-Tra Nguyen]",The Performance Evaluation of an IEEE 802.11 Network Containing Misbehavior Nodes under Different Backoff Algorithms.
"[Fu-Hau Hsu, Chih-Wen Ou, Yanling Hwang, Ya-Ching Chang, Po-Ching Lin]",Detecting Web-Based Botnets Using Bot Communication Traffic Features.
"[Donghui Hu, Zhongjin Ma, Xiaotian Zhang, Peipei Li, Dengpan Ye, Baohong Ling]",The Concept Drift Problem in Android Malware Detection and Its Solution.
"[Donghui Hu, Qiang Shen, Shengnan Zhou, Xueliang Liu, Yuqi Fan, Lina Wang]",Adaptive Steganalysis Based on Selection Region and Combined Convolutional Neural Networks.
"[Xiaoming Hu, WenAn Tan, Huajie Xu, Jian Wang, Chuang Ma]",Strong Designated Verifier Signature Schemes with Undeniable Property and Their Applications.
"[Jingyu Hua, An Tang, Qingyun Pan, Kim-Kwang Raymond Choo, Hong Ding, Yizhi Ren]",Practical m-k-Anonymization for Collaborative Data Publishing without Trusted Third Party.
"[Qinlong Huang, Licheng Wang, Yixian Yang]",Secure and Privacy-Preserving Data Sharing and Collaboration in Mobile Healthcare Social Networks of Smart Cities.
"[Ying-Hao Hung, Yuh-Min Tseng, Sen-Shan Huang]",Revocable ID-Based Signature with Short Size over Lattices.
Emir Husni,Dynamic Rule Encryption for Mobile Payment.
"[Mohammed Abdulridha Hussain, Hai Jin, Zaid Alaa Hussien, Zaid Ameen Abduljabbar, Salah H. Abbdal, Ayad Ibrahim]",Enc-DNS-HTTP - Utilising DNS Infrastructure to Secure Web Browsing.
"[Waqas Ahmed Imtiaz, Affaq Qamar, Atiq ur Rehman, Haider Ali, Adnan Rashid Chaudhry, Javed Iqbal]",Design and Analysis of Self-Healing Tree-Based Hybrid Spectral Amplitude Coding OCDMA System.
"[Mikel Iturbe, Iñaki Garitano, Urko Zurutuza, Roberto Uribeetxeberria]","Towards Large-Scale, Heterogeneous Anomaly Detection Systems in Industrial Networks - A Survey of Current Trends."
"[Ankit Kumar Jain, B. Brij Gupta]",Phishing Detection - Analysis of Visual Similarity Based Approaches.
"[Ran Ji, Jian Wang 0020, Chaojing Tang, Ruilin Li]",Automatic Reverse Engineering of Private Flight Control Protocols of UAVs.
"[Muhammad Hilmi Kamarudin, Carsten Maple, Tim Watson, Nader Sohrabi Safa]",A New Unified Intrusion Anomaly Detection in Identifying Unseen Web Attacks.
"[Mahmoud Khasawneh, Anjali Agarwal]",A Collaborative Approach for Monitoring Nodes Behavior during Spectrum Sensing to Mitigate Multiple Attacks in Cognitive Radio Networks.
"[Sang-Pil Kim, Myeong-Sun Gil, Hajin Kim, Mi-Jung Choi, Yang-Sae Moon, Hee-Sun Won]",Efficient Two-Step Protocol and Its Discriminative Feature Selections in Secure Similar Document Detection.
"[Dongmin Kim, Ik Rae Jeong]",Certificateless Public Auditing Protocol with Constant Verification Time.
"[Mirko Köhler, Ivica Lukic, Visnja Krizanovic Cik]",Protecting Information with Subcodstanography.
"[Rafal Kozik, Michal Choras]",Pattern Extraction Algorithm for NetFlow-Based Botnet Activities Detection.
"[Lukasz Krzywiecki, Tomasz Wlislocki]",Deniable Key Establishment Resistance against eKCI Attacks.
"[Li Kuang, Yin Wang, Pengju Ma, Long Yu, Chuanbin Li, Lan Huang, Mengyao Zhu]",An Improved Privacy-Preserving Framework for Location-Based Services Based on Double Cloaking Regions with Supplementary Information Constraints.
"[Gautam Kumar, Hemraj Saini]",Novel Noncommutative Cryptography Scheme Using Extra Special Group.
"[Song Li, Jie Cui 0004, Hong Zhong 0001, Yiwen Zhang, Qiang He]",LEPA - A Lightweight and Efficient Public Auditing Scheme for Cloud-Assisted Wireless Body Sensor Networks.
"[Zhihua Li, Ziyuan Li, Ning Yu, Steven Wen]",Locality-Based Visual Outlier Detection Algorithm for Time Series.
"[Shuo Li, Zhanjie Song, Wenhuan Lu, Daniel Sun, Jianguo Wei]",Parameterization of LSB in Self-Recovery Speech Watermarking Framework in Big Data Mining.
"[Jiguo Li, Fengjie Sha, Yichen Zhang, Xinyi Huang, Jian Shen]",Verifiable Outsourced Decryption of Attribute-Based Encryption with Constant Ciphertext Length.
"[Ji Li 0004, Jianghong Wei, Wenfen Liu, Xuexian Hu]",PMDP - A Framework for Preserving Multiparty Data Privacy in Cloud Computing.
"[Xiaoye Li, Jing Yang 0010, Zhenlong Sun, Jianpei Zhang]",Differential Privacy for Edge Weights in Social Networks.
"[Tong Li 0012, Yuhui Zheng, Ti Zhou]",Efficient Anonymous Authenticated Key Agreement Scheme for Wireless Body Area Networks.
"[Yi Liang, Zhipeng Cai, Qilong Han, Yingshu Li]",Location Privacy Leakage through Sensory Data.
"[Lan Liu 0003, Ryan K. L. Ko, Guangming Ren, Xiaoping Xu]",Malware Propagation and Prevention Model for Time-Varying Community Networks within Software Defined Networks.
"[Yu Liu, Huicong Liang, Wei Wang 0035, Meiqin Wang]",New Linear Cryptanalysis of Chinese Commercial Block Cipher Standard SM4.
"[Xin Liu 0013, Shundong Li, Xiubo Chen, Gang Xu, Xiaolin Zhang, Yong Zhou]",Efficient Solutions to Two-Party and Multiparty Millionaires&apos; Problem.
"[Zhen Liu, Huanyu Meng, Shuang Ren, Feng Liu]",Reliable Collaborative Filtering on Spatio-Temporal Privacy Data.
"[Keyang Liu, Weiming Zhang, Xiaojuan Dong]",A Cloud-User Protocol Based on Ciphertext Watermarking Technology.
"[Yujia Liu, Weiming Zhang, Nenghai Yu]",Protecting Privacy in Shared Photos via Adversarial Examples Based Stealth.
"[Junling Lu, Zhipeng Cai, Xiaoming Wang 0001, Lichen Zhang 0001, Zhuojun Duan]",An Edge Correlation Based Differentially Private Network Data Release Method.
"[Yiqin Lu, Meng Wang 0006, Pengsen Huang]",An SDN-Based Authentication Mechanism for Securing Neighbor Discovery Protocol in IPv6.
"[Yiyuan Luo, Xuejia Lai]",Improvements for Finding Impossible Differentials of Block Cipher Structures.
"[Rong Ma, Zhenfu Cao, Xingkai Wang]",Efficient Asymmetric Index Encapsulation Scheme for Anonymous Content Centric Networking.
"[Mahdi Madani, Ilyas Benkhaddra, Camel Tanougast, Salim Chitroub, Loïc Siéler]",Digital Implementation of an Improved LTE Stream Cipher Snow-3G Based on Hyperchaotic PRNG.
"[Dapeng Man, Wu Yang, Shichang Xuan, Xiaojiang Du]",Thwarting Nonintrusive Occupancy Detection Attacks from Smart Meters.
"[Jian Mao, Wenqian Tian, Yan Zhang, Jian Cui, Hanjun Ma, Jingdong Bian, Jianwei Liu, Jianhong Zhang]",Co-Check - Collaborative Outsourced Data Auditing in Multicloud Environment.
"[Qian Meng, Jianfeng Ma, Kefei Chen, Yinbin Miao, Tengfei Yang]",Comparable Encryption Scheme over Encrypted Cloud Data in Internet of Everything.
"[Mervat Mikhail, Yasmine Abouelseoud, Galal A. Elkobrosy]",Two-Phase Image Encryption Scheme Based on FFCT and Fractals.
"[Vitor Hugo Galhardo Moia, Marco Aurélio Amaral Henriques]",Similarity Digest Search - A Survey and Comparative Analysis of Strategies to Perform Known File Filtering Using Approximate Matching.
"[Jongho Moon, Youngsook Lee, Jiye Kim, Dongho Won]",Improving an Anonymous and Provably Secure Authentication Protocol for a Mobile User.
"[Mohammad Ali Nematollahi, Chalee Vorakulpipat, Hamurabi Gamboa Rosales]",Optimization of a Blind Speech Watermarking Technique against Amplitude Scaling.
"[Long Nguyen-Vu, Ngoc-Tu Chau, Seongeun Kang, Souhwan Jung]",Android Rooting - An Arms Race between Evasion and Detection.
"[Elena Pagnin, Aikaterini Mitrokotsa]",Privacy-Preserving Biometric Authentication - Challenges and Directions.
"[Jiaye Pan, Yi Zhuang]",PMCAP - A Threat Model of Process Memory Data on the Windows Operating System.
"[Nishaal J. Parmar, Pramode K. Verma]",A Comparative Evaluation of Algorithms in the Implementation of an Ultra-Secure Router-to-Router Key Exchange System.
Juha Partala,Semantically Secure Symmetric Encryption with Error Correction for Distributed Storage.
"[Geovandro C. C. F. Pereira, Renan C. A. Alves, Felipe Leno da Silva, Roberto M. Azevedo, Bruno C. Albertini, Cintia B. Margi]",Performance Evaluation of Cryptographic Algorithms over IoT Platforms and Operating Systems.
"[Yuan Ping, Baocang Wang, Yuehua Yang, Shengli Tian]",Building Secure Public Key Encryption Scheme from Hidden Field Equations.
"[Anita Pradhan, Kolla Raja Sekhar, Gandharba Swain]","Adaptive PVD Steganography Using Horizontal, Vertical, and Diagonal Edges in Six-Pixel Blocks."
