"[Hae-Jong Joo, Hwa-Young Jeong]",Implementation of quality coverage map system via wireless communication service and big data analysis.
"[Hae-Jong Joo, Hwa-Young Jeong]",Growth analysis system for IT-based plant factory.
"[Piyush Joshi, Surya Prakash 0001]",Retina inspired no-reference image quality assessment for blur and noise.
"[J. Angel Arul Jothi, V. Mary Anita Rajam]",Automatic classification of thyroid histopathology images using multi-classifier system.
"[Chunhua Ju, Wanqiong Tao]",A novel relationship strength model for online social networks.
Ki-Hyun Jung,A high-capacity reversible data hiding scheme based on sorting and prediction in digital images.
"[Jai E. Jung, Min-Sung Hong, Long Nguyen Hoang]",Serendipity-based storification - from lifelogging to storytelling.
"[Kyeong-Hoon Jung, Sung-Hoon Kim, Dong Wook Kang]",A method to reduce the complexity of conditional replenishment algorithm for hybrid 3DTV with mixed resolution.
"[Kyedong Jung, Jong-Yong Lee, Hwa-Young Jeong]",Improving adaptive cluster head selection of teen protocol using fuzzy logic for WMSN.
"[Jai E. Jung, O-Joun Lee, Eunsoon You, Myoung-Hee Nam]",A computational model of transmedia ecosystem for story-based contents.
"[Yunji Jung, Yulong Xi, Seoungjae Cho, Wei Song 0004, Simon Fong, Kyungeun Cho]",Design and implementation of a same-user identification system in invoked reality space.
"[Yuchae Jung, Yongik Yoon 0001]",Multi-level assessment model for wellness service based on human mental stress level.
"[Sylvio Barbon Junior, Rodrigo Augusto Igawa, Bruno Bogaz Zarpelão]",Authorship verification applied to detection of compromised accounts on online social networks - A continuous approach.
"[Srividhya K, Ramya M. M]",Accurate object recognition in the underwater images using learning algorithms and texture features.
"[Samir El Kaddouhi, A. Saaidi, M. Abarkan]",Eye detection based on the Viola-Jones method and corners points.
"[V. Kamalaveni, S. Veni, K. A. Narayanankutty]",Improved self-snake based anisotropic diffusion model for edge preserving image denoising using structure tensor.
"[Lalit Kane, Pritee Khanna]",Real-time recognition of medial structures within hand postures through Eigen-space and geometric skeletal shape features.
"[Kai Kang, Yang Cao, Zengfu Wang]",Simultaneously retargeting and super-resolution for stereoscopic video.
"[Seokhoon Kang, Chanhyuk Park]",Motion-estimation-based stabilization of infrared video.
"[Madheswari Kanmani, Venkateswaran Narasimhan]",An optimal weighted averaging fusion strategy for thermal and visible images using dual tree discrete wavelet transform and self tunning particle swarm optimization.
"[Soumen Kanrar, Prasenjit Kumar Mandal]",E-health monitoring system enhancement with Gaussian mixture model.
"[Soumen Kanrar, Niranjan Kumar Mandal]",Video traffic analytics for large scale surveillance.
"[Ali Kanso, Mohammad Ghebleh]","An efficient (t, n)-threshold secret image sharing scheme."
Chi-Chou Kao,Stereoscopic image generation with depth image based rendering.
"[Ioannis Kapsouras, Anastasios Tefas, Nikos Nikolaidis, Geoffroy Peeters, Laurent Benaroya, Ioannis Pitas]",Multimodal speaker clustering in full length movies.
"[Arindam Kar, Sanchayan Sarkar, Debotosh Bhattacharjee]",Local Centre of Mass Face for face recognition under varying illumination.
"[R. Karpagavalli, Ramprasad A. V.]",An adaptive hybrid GMM for multiple human detection in crowd scenario.
"[Vlasios Kasapakis, Damianos Gavalas]",Occlusion handling in outdoors augmented reality games.
"[Rahul Katarya, Om Prakash Verma]",An effective web page recommender system with fuzzy c-mean clustering.
"[Harkeerat Kaur, Pritee Khanna]",Cancelable features using log-Gabor filters for biometric authentication.
"[Barjinder Kaur, Dinesh Singh, Partha Pratim Roy 0001]",A Novel framework of EEG-based user identification by analyzing music-listening behavior.
"[Behnam Kazemivash, Mohsen Ebrahimi Moghaddam]",A robust digital image watermarking technique using lifting wavelet transform and firefly algorithm.
"[Chih-Heng Ke, Chong-Yi Yang, Jiann-Liang Chen]",A novel mapping mechanism for MPEG-4 video delivery over IEEE 802.11e networks.
"[Pol Kennel, William Puech, Frédéric Comby]",Visualization framework of digital paintings based on visual saliency for cultural heritage.
"[Ala F. Khalifeh, Majid A. Al-Taee, Ayman Murshed]",Network-status aware quality adaptation algorithm for improving real-time video streaming over the internet.
"[Naila Habib Khan, Awais Adnan]","Ego-motion estimation concepts, algorithms and challenges - an overview."
"[Murad Khan, Awais Ahmad, Shehzad Khalid, Syed Hassan Ahmed, Sohail Jabbar, Jamil Ahmad]",Fuzzy based multi-criteria vertical handover decision modeling in heterogeneous wireless networks.
"[Salabat Khan, Muhammad Hussain, Hatim Aboalsamh, George Bebis]",A comparison of different Gabor feature extraction approaches for mass classification in mammography.
"[Aftab Khan, Ashfaq Khan, Mushtaq Khan, Muhammad Uzair]",Lossless image compression - application of Bi-level Burrows Wheeler Compression Algorithm (BBWCA) to 2-D data.
"[Majid Khan, Tariq Shah, Syeda Iram Batool]",A new approach for image encryption and watermarking based on substitution box over the classes of chain rings.
"[Manish Khare, Rajneesh Kumar Srivastava, Ashish Khare]",Object tracking using combination of daubechies complex wavelet transform and Zernike moment.
"[Vijeta Khare, Palaiahnakote Shivakumara, Raveendran Paramesran, Michael Blumenstein]",Arbitrarily-oriented multi-lingual text detection in video.
"[Sayed Hossein Khatoonabadi, Ivan V. Bajic, Yufeng Shan]",Compressed-domain visual saliency models - a comparative study.
"[Ayman Khlif, Max Mignotte]",Segmentation data visualizing and clustering.
"[Amandeep Khokher, Rajneesh Talwar]","A fast and effective image retrieval scheme using color-, texture-, and shape-based histograms."
"[Mohammad Hossein Khosravi, Hamid Hassanpour]",Model-based full reference image blurriness assessment.
"[Jin Min Kim, Suk Bong Choi]",An integrated application of Kano&apos;s model and AHP to Korean online open market services.
"[Hyungki Kim, Moohyun Cha, Duhwan Mun]",Shape distribution-based retrieval of 3D CAD models at different levels of detail.
"[Hyungki Kim, Moohyun Cha, Duhwan Mun]",Erratum to - Shape distribution-based retrieval of 3D CAD models at different levels of detail.
"[Hyungki Kim, Soonhung Han]",Geo-registration of wide-baseline panoramic image sequences using a digital map reference.
"[Byung-Gyu Kim, Gwang-Soo Hong, Kostas E. Psannis]",Design of efficient shape feature for object-based watermarking technology.
"[Seong M. Kim, Eui S. Jung, Jaekyu Park]",Effective quality factors of multimodal interaction in simple and complex tasks of using a smart television.
"[Bong-hyun Kim, Ki-Chan Kim, Sungeon Hong, Sang-Young Oh]",Development of cyber information security education and training system.
"[Taekook Kim, Jung-Hyok Kwon, Eui-Jik Kim]",Categorization-based video streaming for traffic mitigation in content delivery services.
"[Won-Hee Kim, Jong-Seok Lee]",Blind single image super resolution with low computational complexity.
"[Pyoung Won Kim, Suzie Lee]",Audience real-time bio-signal-processing-based computational intelligence model for narrative scene editing.
"[Hayun Kim, Tamás Matuszka, Jea In Kim, Jungwha Kim, Woontack Woo]",Ontology-based mobile augmented reality in cultural heritage sites - information modeling and user study.
"[Bum-Soo Kim, Yang-Sae Moon, Jae-Gil Lee 0001]",Boundary image matching supporting partial denoising using time-series matching techniques.
"[Byeongchang Kim, Seonghan Ryu, Gary Geunbae Lee]",Two-stage multi-intent detection for spoken language understanding.
"[Staffy Kingra, Naveen Aggarwal, Raahat Devender Singh]",Inter-frame forgery detection in H.264 videos using motion and brightness gradients.
"[Ivan Kitanovski, Gjorgji Strezoski, Ivica Dimitrovski, Gjorgji Madjarov, Suzana Loskovska]",Multimodal medical image retrieval system.
"[Kyeong-Ri Ko, Seung-Hoon Chae, Daesung Moon, Chang-Ho Seo, Sung Bum Pan]",Four-joint motion data based posture classification for immersive postural correction system.
"[Mina Koleini, Mohammad Reza Ahmadzadeh, Saeed Sadri]",A new efficient feature-combination-based method for dynamic texture modeling and classification using semi-random starting parameter dynamic Bayesian networks.
"[Teck Long Kong, Nor Ashidi Mat Isa]",Enhancer-based contrast enhancement technique for non-uniform illumination and low-contrast images.
"[Somayeh Koohborfardhaghighi, Dae Bum Lee, Juntae Kim]",How different connectivity patterns of individuals within an organization can speed up organizational learning.
"[Georgios Kouroupetroglou, Alexandros Pino, Paraskevi Riga]",A methodological approach for designing and developing web-based inventories of mobile Assistive Technology applications.
"[R. Krishnamoorthi, P. Murali]",A selective image encryption based on square-wave shuffling with orthogonal polynomials transformation suitable for mobile devices.
"[Anusudha Krishnamurthi, N. Venkateswaran, J. Valarmathi]",Secured medical image watermarking with DNA codec.
"[Martin Krulis, Hasmik Osipyan, Stéphane Marchand-Maillet]",Employing GPU architectures for permutation-based indexing.
"[Shenfen Kuang, Hongyang Chao, Jun Yang]",Efficient l q norm based sparse subspace clustering via smooth IRLS and ADMM.
"[Indrajeet Kumar, H. S. Bhadauria, Jitendra Virmani, Shruti Thakur]",A hybrid hierarchical framework for classification of breast density using digitized film screen mammograms.
"[Rajeev Kumar, Satish Chand]",A novel high capacity reversible data hiding scheme based on pixel intensity segmentation.
"[Sachin Kumar, Rajendra Kumar Sharma]",Securing color images using Two-square cipher associated with Arnold map.
"[Santosh Kumar 0006, Sanjay Kumar Singh]",Automatic identification of cattle using muzzle point pattern - a hybrid feature extraction and classification paradigm.
"[Pradeep Kumar 0002, Rajkumar Saini, Partha Pratim Roy 0001, Debi Prosad Dogra]",3D text segmentation and recognition using leap motion.
"[W. G. C. W. Kumara, Shwu-Huey Yen, Hui-Huang Hsu, Timothy K. Shih, Wei-Chun Chang, Enkhtogtokh Togootogtokh]",Real-time 3D human objects rendering based on multiple camera details.
Saru Kumari,Design flaws of &quot;an anonymous two-factor authenticated key agreement scheme for session initiation protocol using elliptic curve cryptography&quot;.
Sun-Yuan Kung,Discriminant component analysis for privacy protection and visualization of big data.
"[Wen-Chung Kuo, Sheng-Yi Chang, Chun-Cheng Wang, Chin-Chen Chang 0001]",Secure multi-group data hiding based on gemd map.
"[Yonghong Kuo, Yatian Gao, Xin Zhang, Jian Chen 0002]",A new multiple frames decoding and frame wise measurement for compressed video sensing.
"[Hyunsoo Kwon, Daeyeong Kim, Changhee Hahn, Junbeom Hur]",Secure authentication using ciphertext policy attribute-based encryption in mobile multi-hop networks.
"[Donghyun Kwon, Seungjun Yang, Yunheung Paek, Kwangman Ko]",Optimization techniques to enable execution offloading for 3D video games.
"[Amit Laddi, Neelam Rup Prakash]",An augmented image gradients based supervised regression technique for iris center localization.
"[De-He Lai, Yewang Chen, Xiangyu Luo, Ji-Xiang Du, Tian Wang]",Age estimation with dynamic age range.
"[Yu-Ren Lai, Ping-Chuan Tsai, Chih-Yuan Yao, Shanq-Jang Ruan]",Improved local histogram equalization with gradient-based weighting process for edge preservation.
"[Fréjus A. A. Laleye, Eugène C. Ezin, Cina Motamed]",Automatic boundary detection based on entropy measures for text-independent syllable segmentation.
"[Vu Lam, Sang Phan, Duy-Dinh Le, Duc Anh Duong, Shin&apos;ichi Satoh]",Evaluation of multiple features for violent scenes detection.
"[Kam-yiu Lam, Nelson Wai-Hung Tsang, Song Han, Wenlong Zhang, Joseph Kee-Yin Ng, Ajit Nath]",Activity tracking and monitoring of patients with alzheimer&apos;s disease.
"[A. Laraqui, A. Baataoui, Abderrahim Saaidi, A. O. Jarrar, Med Masrar, Khalid Satori]",Image mosaicing using voronoi diagram.
"[Thanh-Ha Le, Seung-Won Jung, Chee Sun Won]",A new depth image quality metric using a pair of color and depth images.
Hae-Yeoun Lee,Automatic photomosaic algorithm through adaptive tiling and block matching.
"[Jung-San Lee, You-Ren Chen]",Selective scalable secret image sharing with verification.
"[Soojeong Lee, Joon-Hyuk Chang]",Spectral difference for statistical model-based speech enhancement in speech recognition.
"[Jae-Sung Lee, Jonghoon Chae, Dae-Won Kim]",Effective music searching approach based on tag combination by exploiting prototypical acoustic content.
"[Jae-Gu Lee, Kyung-Chan Choi, Seung-Ho Yeon, Jeong Won Kim, Young-Woong Ko]",Enhanced image similarity analysis system in digital pathology.
"[Suiang-Shyan Lee, Yi-Jheng Huang, Ja-Chen Lin]",Protection of 3D models using cross recovery.
"[Jong-Yong Lee, Kyedong Jung, Seok-Jae Moon, Hwa-Young Jeong]",Improvement on LEACH protocol of a wide-area wireless sensor network.
"[Eui Chul Lee, Min-Woo Park]",Music chord recommendation of self composed melodic lines for making instrumental sound.
"[Rae-Chun Lee, Koo-Rock Park, Jin-Mook Kim, Hwa-Young Jeong]",A study on the impact of the software developer&apos;s social exclusion on the quality information system.
"[Chin-Feng Lee, Chi-Yao Weng, Kai-Chin Chen]",An efficient reversible data hiding with reduplicated exploiting modification direction using image interpolation and edge detection.
"[Jung-San Lee, Kuo-Jui Wei, Kai-Rui Wen]",Image structure rebuilding technique using fractal dimension on the best match patch searching.
"[Greg C. Lee, Fu-Hao Yeh, Ying-Ju Chen, Tao-Ku Chang]",Robust handwriting extraction and lecture video summarization.
"[Jianjun Lei, Zhenzhen Li, Tao Zhu, Xiaoxu He, Lei You, Chunping Hou]",Region-based bit allocation and rate control for depth video in HEVC.
"[Yu Lei, Jiao Shi, Jiaji Wu]",Region-driven distance regularized level set evolution for change detection in remote sensing images.
"[Jianjun Lei, Cuicui Zhang, Min Wu, Lei You, Kefeng Fan, Chunping Hou]",A divide-and-conquer hole-filling method for handling disocclusion in single-view rendering.
"[Diego Augusto T. Q. Leite, Julio C. Duarte, Luiz Antônio Pereira Neves, Jauvane C. de Oliveira, Gilson A. Giraldi]",Hand gesture recognition from depth and infrared Kinect data for CAVE applications interaction.
"[Lu Leng, Ming Li, Cheonshik Kim, Xue Bi]",Dual-source discrimination power analysis for multi-instance contactless palmprint recognition.
"[Lu Leng, Andrew Beng Jin Teoh, Ming Li]",Simplified 2DPalmHash code for secure palmprint verification.
"[Jun Li, Xiaoyuan Yang 0002, Xin Liao, Feng Pan, Minqing Zhang]",A game-theoretic method for designing distortion function in spatial steganography.
Honggui Li,1D representation of locally linear embedding for image prediction.
"[Jing Li, Hong Bao, Xiangmin Han, Feng Pan, Weiguo Pan, Feifei Zhang, Di Wang]",Real-time self-driving car navigation and obstacle avoidance using mobile 3D laser scanner and GNSS.
"[Yueli Li, Rongfang Bie, Chenyun Zhang, Zhenjiang Miao, Yuqi Wang, Jiajing Wang, Hao Wu]",Optimized learning instance-based image retrieval.
